1.03944E-09,4.965923215
0.063095734,5.861381645
0.48752849,6.546361741
0.895364766,6.918309709
2.421029047,7.311390835
10.18591388,8.165823714
18.7068214,8.629785478
22.08004733,9.638290236
27.54228703,9.638290236
38.37072455,11.37627286
53.45643594,10.18591388
66.68067692,12.02264435
103.7528416,12.02264435
109.6478196,14.19057522
152.7566058,15.84893192
280.5433638,18.7068214
390.8408958,27.54228703
461.3175746,19.7696964
390.8408958,8.165823714
170.6082389,2.421029047
8.629785478,0.608135001
2.857590543,0.544502653
1.836538343,0.544502653
0.575439937,0.679203633
0.144543977,1.116863248
0.050582466,1.472312502
0.026061535,1.472312502
1.03944E-09,1.555965632
